Col1,Col2,Col3,Col4,Col5,Col6,Col7,Col8,Col9,Col10,Col11,Col12,Col13,Col14,Col15,Col16,Col17,Col18,Col19,Col20,Y
18.131344267121328,19.433066898141895,11.976043836084235,16.04922806679926,24.759509271081114,4.6014987824230476,13.406580408495158,10.917322679226153,17.867737138655823,18.61937376428801,7.010158270389532,11.595301459771182,14.573625035525664,5.760296165200048,17.31145916606523,10.929035657506194,1.14028301894853,11.200216478132827,13.603181620585602,7.9258432874359785,1.0
15.730454718206692,19.00488277974138,15.582608707441874,26.550673233333963,14.472831525811308,4.083697613865645,11.865059666164335,7.189241822944561,10.799195157796177,13.532042047706978,21.834290960118658,10.019707538064536,10.486119115612711,10.943255939943489,19.75644304263484,17.852049289089308,11.533124425033629,28.110132899863945,17.815063850291665,13.944064616553145,1.0
16.816698219060747,14.018127378956017,15.801277829716105,10.22431488603127,14.677633582339674,12.342547660940587,18.0651062102268,5.089304412116456,16.018549307334272,10.881981861331814,9.36363635884328,15.596565414828376,5.057264750194903,7.147510012538312,16.614104842033306,12.438338184113654,16.514337114439456,20.314953973305983,16.46785397788532,16.71971675787391,1.0
17.485748464506372,17.529718715953244,19.997241466212188,21.14566948648046,20.258891441161342,7.635746927090531,13.898969305823803,0.30647530127104083,17.52442051642892,13.636198992797862,24.25692710556923,14.301494521171923,8.489658583441473,17.014025115432844,19.181882126004634,12.232551093260483,7.702215026896596,17.39730071590316,18.232738511022625,13.214819151565976,1.0
26.07616652146702,13.554795413880353,14.810479641164408,15.581202614133264,20.97873503110829,0.9827788945364553,6.828806540715781,9.89476455502026,22.793251039051462,13.457548088725241,11.695680001641723,16.050110765147828,11.585136334548261,-1.7405189683816253,15.043091471065827,16.947967890184533,11.916963595555774,18.587985819062467,15.705849458985433,14.262034568744516,1.0
15.728084708693562,18.086632207373153,8.420054933247146,11.131943543116783,14.33203646239566,9.134957191555385,10.628186118548333,14.585128750913423,8.15571648781695,17.86377944911612,23.64422509672721,9.8450815859516,8.862274229272343,7.323527237035908,20.52722444012127,12.975186022729648,10.519898654155213,20.6880365614889,24.116522738098364,9.726188159267824,1.0
16.5549749163395,20.37787070826341,12.587641870580272,8.948689311271764,23.105025098144466,15.077865451063841,17.47751423209146,6.500808901642059,21.109253757429077,17.777316617781633,22.65987535867482,13.203128772282534,6.238588339049794,9.930803623206904,15.695438191050838,7.509253990226669,1.8224974504437945,19.703174220342213,15.838168991811534,11.5469755480997,1.0
14.606244270444444,19.218175271224062,9.57742542597928,14.394655256863906,11.60633407849139,16.11262169506896,16.863908299944775,14.889860822539097,13.201949625019681,9.592905229606224,8.397557291849322,17.134671119276675,16.547818988393914,7.6797535751974095,19.011775280868676,16.57301211187698,6.245377863434939,13.899339167207625,17.040936740895212,12.168979913804568,1.0
13.373136046543049,23.732501257051606,8.541802367140253,13.031040566734807,12.602348030242442,4.0953121496701055,10.23213195115452,17.143648444980577,12.785277613220854,19.006283895085524,13.65602752956701,10.437363769214432,13.981638456154657,19.949905250121347,19.43937360945747,15.881786522459656,18.17034435748724,24.238102367988468,18.95966318570167,8.04288914294612,1.0
18.961760925718668,14.693665170381788,17.260422373784984,14.076540256727514,14.317648055480985,13.995246289119287,16.13799254222222,9.073174898160595,15.458294132731076,11.8722472941758,13.28384901099332,6.433933184423386,6.106078945608589,14.550514013297452,15.607787802632235,3.1485530042226326,11.362684166399156,20.249518302792165,16.81565588089626,12.81449530824663,1.0
